"","SD","species","long_degrees","lat_degrees","presence"
"478",4369,"mat",163.2157046,-77.62775926,0
"479",6009,"mat",163.3196181,-77.59279197,0
"480",1145,"mat",163.0289625,-77.61063908,0
"481",10033,"mat",163.1982619,-77.63629127,0
"482",6453,"mat",163.3398105,-77.6297644,0
"483",6562,"mat",163.217455,-77.6172351,0
"484",6232,"mat",163.1893626,-77.59576743,0
"485",5847,"mat",163.2302735,-77.61008518,0
"486",10661,"mat",163.1106449,-77.5973573,0
"487",6301,"mat",163.0816732,-77.62730955,0
"488",2947,"mat",163.1477164,-77.59374494,0
"489",8302,"mat",163.2526971,-77.62437782,0
"490",3596,"mat",163.3399382,-77.6065289,0
"491",6012,"mat",163.0590143,-77.60989526,0
"492",2958,"mat",163.3297862,-77.61363636,0
"493",4768,"mat",163.2064336,-77.6500209,0
"494",10528,"mat",163.1353801,-77.63900521,0
"495",3704,"mat",163.0897878,-77.62877958,0
"496",3225,"mat",163.3333237,-77.62088653,0
"497",3474,"mat",163.2100165,-77.63470223,0
"498",10988,"mat",163.3293781,-77.62363105,0
"499",9532,"mat",163.21473,-77.64463868,0
"500",8596,"mat",163.3287034,-77.60801638,0
"501",8620,"mat",163.3373072,-77.59403343,0
"502",9825,"mat",163.0545168,-77.63583533,0
"503",10522,"mat",163.1275973,-77.59781175,0
"504",5984,"mat",163.064413,-77.62751708,0
"505",4673,"mat",163.1222275,-77.60506585,0
"506",4333,"mat",163.1161095,-77.65529526,0
"507",8044,"mat",163.2666234,-77.62672437,0
"508",10526,"mat",163.2892189,-77.61183948,0
"509",1902,"mat",163.1865218,-77.64151325,0
"510",6011,"mat",163.2630601,-77.60913178,0
"511",4531,"mat",163.2274644,-77.64632876,0
"512",3793,"mat",163.1538531,-77.60039204,0
"513",8002,"mat",163.0494686,-77.61838668,0
"514",3926,"mat",163.0519588,-77.62672684,0
"515",8918,"mat",163.2477533,-77.63858546,0
"516",5612,"mat",163.2090141,-77.6429171,0
"517",3211,"mat",163.0414288,-77.60196259,0
"518",10104,"mat",163.232266,-77.63372939,0
"519",6137,"mat",163.0542745,-77.63489299,0
"520",1427,"mat",163.0904602,-77.64027104,0
"521",7275,"mat",163.1900168,-77.61815965,0
"522",2527,"mat",163.2774368,-77.62726798,0
"523",9799,"mat",163.0978153,-77.59754901,0
"524",7375,"mat",163.0696563,-77.60297129,0
"525",10572,"mat",163.1314668,-77.63360618,0
"526",6869,"mat",163.1040716,-77.60583868,0
"527",3532,"mat",163.2957353,-77.6118785,0
"528",2183,"mat",163.2876034,-77.6373875,0
"529",1769,"mat",163.0333176,-77.63787269,0
"530",4342,"mat",163.3250823,-77.59528109,0
"531",10648,"mat",163.0772362,-77.59839972,0
"532",4866,"mat",163.04952,-77.63459686,0
"533",1867,"mat",163.2805331,-77.5984988,0
"534",1557,"mat",163.2821242,-77.60453574,0
"535",4300,"mat",163.0978392,-77.62577773,0
"536",6963,"mat",163.1900735,-77.63423077,0
"537",6744,"mat",163.2898333,-77.60830774,0
"538",1341,"mat",163.0133105,-77.60426948,0
"539",9848,"mat",163.3305377,-77.59151599,0
"540",10966,"mat",163.1196273,-77.63068529,0
"541",2826,"mat",163.1032074,-77.64049942,0
"542",1399,"mat",163.0276011,-77.64376346,0
"543",9422,"mat",163.061454,-77.61372876,0
"544",8065,"mat",163.0605226,-77.63741917,0
"545",8102,"mat",163.2329334,-77.60899009,0
"546",3498,"mat",163.2645492,-77.63525902,0
"547",8496,"mat",163.1206072,-77.64713658,0
"548",10155,"mat",163.1861673,-77.62051723,0
"549",5810,"mat",163.2957549,-77.62470105,0
"550",2799,"mat",163.0827499,-77.60955755,0
"551",5553,"mat",163.1734881,-77.62256345,0
"552",6099,"mat",163.0487381,-77.65255705,0
"553",6204,"mat",163.04628,-77.64659237,0
"554",7611,"mat",163.0774755,-77.60119369,0
"555",1362,"mat",163.1609875,-77.6283466,0
