"","SD","species","long_degrees","lat_degrees","presence"
"412",8898,"mat",163.2487737,-77.62425603,0
"413",9818,"mat",163.332162,-77.62529459,0
"414",7128,"mat",163.2486831,-77.62170593,0
"415",1010,"mat",163.2781183,-77.59554033,0
"416",7212,"mat",163.2961322,-77.61414765,0
"417",5455,"mat",163.231425,-77.63513071,0
"418",5432,"mat",163.1896094,-77.63793619,0
"419",4915,"mat",163.2133548,-77.63549101,0
"420",9884,"mat",163.1118424,-77.60538788,0
"421",4082,"mat",163.2960469,-77.62752973,0
"422",1443,"mat",163.1487827,-77.64639088,0
"423",2623,"mat",163.0885647,-77.63535253,0
"424",1383,"mat",163.062917,-77.64642345,0
"425",4768,"mat",163.2064336,-77.6500209,0
"426",4098,"mat",163.0957224,-77.64073912,0
"427",10549,"mat",163.3452394,-77.59675462,0
"428",10989,"mat",163.01708,-77.63880695,0
"429",7774,"mat",163.2282053,-77.63556445,0
"430",4601,"mat",163.0806016,-77.60918176,0
"431",3174,"mat",163.0622139,-77.64583226,0
"432",4824,"mat",163.2824778,-77.59045372,0
"433",3717,"mat",163.189878,-77.59262079,0
"434",6368,"mat",163.2382036,-77.63440133,0
"435",1941,"mat",163.2592392,-77.62298513,0
"436",1529,"mat",163.3222713,-77.5901936,0
"437",10547,"mat",163.2690774,-77.61713977,0
"438",4754,"mat",163.0700148,-77.64733907,0
"439",6250,"mat",163.0351393,-77.6085545,0
"440",8614,"mat",163.227439,-77.58606049,0
"441",3151,"mat",163.3326917,-77.60111383,0
"442",8631,"mat",163.0600289,-77.61034549,0
"443",1293,"mat",163.1064804,-77.6276644,0
"444",5894,"mat",163.1749541,-77.5894713,0
"445",4369,"mat",163.2157046,-77.62775926,0
"446",9150,"mat",163.2128228,-77.6215531,0
"447",2549,"mat",163.2746826,-77.61138369,0
"448",9758,"mat",163.0327975,-77.63948171,0
"449",6069,"mat",163.0906193,-77.63834889,0
"450",9856,"mat",163.2917448,-77.61423833,0
"451",10255,"mat",163.317816,-77.60352707,0
"452",6365,"mat",163.0667032,-77.60843292,0
"453",6292,"mat",163.0976862,-77.59793384,0
"454",3954,"mat",163.2150574,-77.59076276,0
"455",1940,"mat",163.1569192,-77.61781278,0
"456",9418,"mat",163.2817246,-77.61977098,0
"457",8520,"mat",163.347544,-77.62434565,0
"458",4348,"mat",163.2368664,-77.62249341,0
"459",7353,"mat",163.1755777,-77.63618012,0
"460",3261,"mat",163.2611238,-77.61092261,0
"461",5476,"mat",163.0424332,-77.61408156,0
"462",10495,"mat",163.1726561,-77.63982617,0
"463",9620,"mat",163.2417163,-77.62704833,0
"464",6073,"mat",163.0563983,-77.60200982,0
"465",10066,"mat",163.0394928,-77.60609243,0
"466",9920,"mat",163.1239087,-77.59656925,0
"467",7376,"mat",163.2839384,-77.62549056,0
"468",4919,"mat",163.1774661,-77.59721659,0
"469",9265,"mat",163.202288,-77.63574953,0
"470",6024,"mat",163.2541189,-77.6255592,0
"471",4182,"mat",163.0775561,-77.60783129,0
"472",5241,"mat",163.3163272,-77.61883769,0
"473",5157,"mat",163.1767603,-77.62618288,0
"474",1936,"mat",163.0134044,-77.63773759,0
"475",9432,"mat",163.0848361,-77.64881793,0
"476",4257,"mat",163.1760294,-77.62360064,0
"477",4787,"mat",163.2604338,-77.62514582,0
"478",6177,"mat",163.1861686,-77.63260567,0
"479",1235,"mat",163.0999133,-77.59736587,0
"480",8636,"mat",163.1864277,-77.62844695,0
"481",7882,"mat",163.0204132,-77.60357922,0
"482",6483,"mat",163.2021242,-77.58638304,0
"483",6325,"mat",163.3158481,-77.59871495,0
"484",7243,"mat",163.2937149,-77.59225235,0
"485",10790,"mat",163.1882716,-77.62553911,0
"486",9639,"mat",163.1876642,-77.62945478,0
"487",3353,"mat",163.1747545,-77.64306636,0
"488",1968,"mat",163.2352406,-77.61093619,0
"489",5271,"mat",163.0295469,-77.63963371,0
"490",10163,"mat",163.1647988,-77.62550045,0
"491",10964,"mat",163.0335708,-77.63500698,0
"492",6617,"mat",163.2936356,-77.62153164,0
"493",7011,"mat",163.0467873,-77.64875647,0
"494",1343,"mat",163.0099854,-77.64187266,0
"495",8826,"mat",163.2312284,-77.61650951,0
"496",10386,"mat",163.206182,-77.6253558,0
"497",7787,"mat",163.10395,-77.62854805,0
"498",9829,"mat",163.3328382,-77.61631182,0
"499",2771,"mat",163.0771238,-77.61038335,0
"500",6858,"mat",163.1912963,-77.62821614,0
"501",9897,"mat",163.1766376,-77.64400158,0
"502",2279,"mat",163.2568534,-77.62519725,0
"503",4617,"mat",163.1559736,-77.63762626,0
"504",5716,"mat",163.0759352,-77.60790756,0
"505",4454,"mat",163.1558802,-77.59944015,0
"506",1611,"mat",163.013146,-77.63857701,0
"507",9802,"mat",163.042949,-77.60852476,0
"508",8697,"mat",163.1010597,-77.5993177,0
"509",6134,"mat",163.2608894,-77.62643644,0
"510",4729,"mat",163.0431087,-77.63594897,0
"511",6327,"mat",163.0368569,-77.60372681,0
"512",4933,"mat",163.1568404,-77.59573272,0
"513",6333,"mat",163.1569053,-77.63004091,0
"514",7866,"mat",163.1669655,-77.58744433,0
"515",2083,"mat",163.0815428,-77.64282188,0
"516",2781,"mat",163.0809661,-77.60963449,0
"517",9220,"mat",163.2581054,-77.62955881,0
"518",6728,"mat",163.1062328,-77.64150036,0
"519",7077,"mat",163.2829397,-77.60295966,0
"520",9877,"mat",163.0647477,-77.63722807,0
"521",1565,"mat",163.0201379,-77.64029781,0
"522",8102,"mat",163.2329334,-77.60899009,0
"523",1805,"mat",163.3428103,-77.59837383,0
"524",1649,"mat",163.3300243,-77.59434859,0
"525",5676,"mat",163.255628,-77.62272225,0
"526",6805,"mat",163.2299355,-77.61993928,0
"527",8305,"mat",163.0512469,-77.63574312,0
"528",3111,"mat",163.3422989,-77.59662936,0
"529",4912,"mat",163.2877218,-77.63853993,0
"530",5596,"mat",163.1662599,-77.62193059,0
"531",3477,"mat",163.300283,-77.63065412,0
"532",8649,"mat",163.338531,-77.61471168,0
"533",1454,"mat",163.3367873,-77.61975153,0
"534",6296,"mat",163.16185,-77.64294678,0
"535",1020,"mat",163.2314787,-77.64564689,0
"536",1785,"mat",163.0990027,-77.63534571,0
"537",9345,"mat",163.1555753,-77.60143287,0
"538",5842,"mat",163.1497616,-77.64460497,0
"539",10277,"mat",163.1960194,-77.59224452,0
"540",6195,"mat",163.2117827,-77.61921687,0
"541",4074,"mat",163.1644766,-77.58864285,0
"542",10154,"mat",163.3264653,-77.61148627,0
"543",9764,"mat",163.2374597,-77.63678051,0
"544",2321,"mat",163.1507104,-77.63715933,0
